Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
Hindsboro,Two Brews LLC,210703825,6,653976.59,605401.11,48575.48,219044,170468.77,48575.23,16703.91,14247.46,2456.45
Marshall,Marshall Petroleum LLC,210703824,6,1631833.76,1466846.66,164987.1,487281,322293.9,164987.1,56741.54,48397.21,8344.33
Bowen,Rally Point Bar & Grill LLC,210703813,4,247799.04,234504.9,13294.14,96017,82705.31,13311.69,4176.39,3562.21,614.18
Clark County,Bhagyashree LLC,210703809,6,2294114.49,2054059.96,240054.53,744416,504361.57,240054.43,82716.16,70552,12164.16
Brooklyn,"Cheeks on Madison, LLC",210703808,5,117337.79,107458.6,9879.19,43269,33390.29,9878.71,3358.9,2864.93,493.97
Sesser,THE CHANDELIER ROOM LLC,210703807,6,1501482.37,1361301.74,140180.63,532697,392515.96,140181.04,48163.63,41080.76,7082.87
Joliet,"EL RODEO SPORTS BAR AND GRILL, INC.",210703806,5,2594237.95,2346366.6,247871.35,857866,609994.65,247871.35,85390.4,72833,12557.4
West Chicago,EGG YOLK CAFE INC.,210703790,6,1652151.57,1492351,159800.57,605501,445700.43,159800.57,55186.73,47071.04,8115.69
Cook County,BIG GUY'S GAMING LLC,210703781,6,10718763.26,9712837.83,1005925.43,3813453,2807325.82,1006127.18,347361.78,296279.18,51082.6
Lexington,"Jai Ma Maadi, Inc.",210703779,4,87354.89,78975.22,8379.67,37832,29452.19,8379.81,2849.13,2430.15,418.98
Lake Villa,BENDERS SOUTH INC.,210703764,6,4558589.78,4143851.56,414738.22,1697670,1282931.78,414738.22,143013.73,121982.32,21031.41
Elmwood,"MJJD, Inc.",210703755,6,3195047.1,2896737.25,298309.85,1107643,809333.15,298309.85,102824.05,87702.88,15121.17
Alton,Stampede Market & Grill LLC,210703754,6,2057779.7,1862054.71,195724.99,800980,605219.67,195760.33,67674.91,57722.72,9952.19
Taylorville,GVL Inc.,210703750,6,9622303.06,8812904.65,809398.41,3218536,2409137.59,809398.41,278678.59,237696.48,40982.11
Joliet,GROWTH HOSPITALITY INC,210703749,6,2606556.48,2379415.05,227141.43,956995,729853.27,227141.73,77962.01,66497.02,11464.99
Peoria County,Kickapoo Creek Saloon Inc.,210703745,6,2700242.91,2437921.13,262321.78,1005661,743339.22,262321.78,90684.69,77348.69,13336
Harrisburg,MIDWAY FOOD AND LIQUORS LLC,210703744,6,1351168.78,1227723.19,123445.59,446593,323127.81,123465.19,42584.81,36322.34,6262.47
University Park,TARLIKA CORPORATION,210703743,6,3805612.73,3452259.83,353352.9,1439160,1085769.9,353390.1,121924.38,103994.34,17930.04
Buckley,Teri Williamson,210703741,6,4529926.32,4176507.14,353419.18,1222134,868714.08,353419.92,121918.81,103989.57,17929.24
West Chicago,THE BUNKER BAR AND GRILL LLC,210703735,6,8089157.96,7420851.1,668306.86,3090637,2422329.14,668307.86,230417.19,196532.34,33884.85
Macoupin County,"The Topp Hat, LLC",210703734,6,1756812.2,1593936.21,162875.99,667005,504128.34,162876.66,56123.05,47869.66,8253.39
Greenup,K & K Adventures LLC,210703733,6,1468141.56,1321417.76,146723.8,561183,414459.2,146723.8,50754.74,43290.81,7463.93
Martinsville,Yashasvi LLC,210703713,6,2337350.22,2121101.52,216248.7,1015409,799160.4,216248.6,74813.62,63811.61,11002.01
Millstadt,Pour Decisions WS&G Inc.,210703712,6,2675764.2,2405938.98,269825.22,932809,662983.78,269825.22,93135.72,79439.31,13696.41
Oswego,JAY KESAR GAMING INC.,210703700,6,1232618.13,1110101.34,122516.79,474223,351706.21,122516.79,42216.95,36008.57,6208.38
Crystal Lake,"INDIAN CHATPATA SWAD INC.,",210703696,6,572586.63,507639.83,64946.8,216441,151494.2,64946.8,22423.33,19125.81,3297.52
Evansville,"BILLY BOB'S JUKE JOINT, LLC",210703695,6,1755030.47,1568144.25,186886.22,555946,369059.74,186886.26,64349.61,54886.44,9463.17
Springfield,Melody Times and Daughters Inc.,210703694,6,1443325.58,1288730.44,154595.14,500410,345814.86,154595.14,53337.5,45493.77,7843.73
Park Forest,STACY'S BISTRO LLC,210703692,5,575426.14,521051.96,54374.18,267524,213139.62,54384.38,18737.58,15982.07,2755.51
Springfield,S&S Recreation Corp.,210703682,6,5484792,4975621.97,509170.03,1984675,1475504.97,509170.03,175398.24,149604.37,25793.87
McHenry County,GAJANAN921 INC.,210703681,6,3409138.28,3079241.74,329896.54,1278952,949055.1,329896.9,113790.76,97056.83,16733.93
Joliet,Voska Ventures LLC,210703668,6,5918963.2,5460351.93,458611.27,2190490,1731878.73,458611.27,158244.16,134972.95,23271.21
Greene County,TRM & CLT LLC,210703653,6,2069479.97,1914059.58,155420.39,699214,543793.61,155420.39,53573.92,45695.42,7878.5
Fairview Heights,Mac's Convenience Stores LLC,210703649,6,5402936.04,4897463.81,505472.23,1752820,1247347.77,505472.23,174565.74,148894.3,25671.44
Oswego,Mac's Convenience Stores LLC,210703648,6,7373599.85,6709077.87,664521.98,2549999,1885439.6,664559.4,229548.16,195791.09,33757.07
Mascoutah,Spudz-N-More LLC,210703637,5,150410.07,138143.35,12266.72,61816,49549.28,12266.72,4230.53,3608.41,622.12
Buffalo Grove,"TK Tavern, Inc.",210703628,6,5188161.37,4773600.33,414561.04,1739224,1324662.96,414561.04,143197.23,122138.8,21058.43
Niles,"Goodi's, Inc.",210703615,6,851017.05,746148.78,104868.27,317305,212436.73,104868.27,36074.22,30769.19,5305.03
Pearl City,Bowen Oil Company,210703614,3,1587127.37,1463251.06,123876.31,519184,395307.57,123876.43,42731.35,36447.34,6284.01
DuPage County,Maple BP Inc.,210703613,4,5769109.65,5239281.53,529828.12,1888677,1358848.88,529828.12,182893.72,155997.58,26896.14
Oak Forest,"CAPTAIN JACK'S BEVERAGES - OF, INC.",210703601,6,684329.2,608919.86,75409.34,322756,247346.66,75409.34,26108.53,22269.05,3839.48
Rockford,TNT Securities Inc.,210703590,6,4794878.18,4412620.36,382257.82,1828198,1445940.18,382257.82,132273.64,112821.63,19452.01
Morrisonville,Monica's Place LLC,210703587,5,540851.3,493952.04,46899.26,186756,139856.74,46899.26,16189.45,13808.65,2380.8
Herrin,Herrin Liquor Mart Corporation,210703567,6,2877390.89,2642462.39,234928.5,978650,743721.5,234928.5,80845.91,68956.8,11889.11
Wood Dale,"TAQUERIA AZTECA, INC.",210703564,6,3265916.95,2974152.32,291764.63,1281572,989807.37,291764.63,100619.11,85822.18,14796.93
Quincy,D & S GAMING LLC,210703563,6,1056208.89,945805.63,110403.26,336358,225954.49,110403.51,37537.37,32017.17,5520.2
Westville,Cool Cat L.L.C.,210703555,6,5335663.99,4873261.35,462402.64,1774494,1312091.36,462402.64,159357.63,135922.69,23434.94
Plano,Ace Kitchen LLC,210703554,3,445377.28,409280.35,36096.93,144866,108768.49,36097.51,12469.1,10635.42,1833.68
Ava,"TEJ 321, Inc.",210703552,6,2148542.86,1935866.11,212676.75,694803,482126.07,212676.93,73298.13,62519,10779.13
Lawrenceville,Meyer Oil Co.,210703547,6,7407557.48,6793009.28,614548.2,2301757,1687208.8,614548.2,211630.73,180508.55,31122.18
South Chicago Heights,OM CHICAGO HEIGHTS GAMING INC.,210703546,6,5435819.06,4934193.88,501625.18,2206810,1705185.82,501624.18,173010.56,147567.84,25442.72
Loves Park,Twins75 Harlem LLC,210703545,6,3858669.96,3465631.77,393038.19,1394004,1000965.81,393038.19,135369.36,115462.07,19907.29
Columbia,Columbia Cafe LLC,210703544,6,5860672.6,5365852.31,494820.29,1941020,1446137.58,494882.42,170488.24,145416.43,25071.81
St. Charles,"H & C HOSPITALITY, LLC",210703536,6,1348349.41,1207683.08,140666.33,407811,267144.67,140666.33,48560.31,41419.08,7141.23
Belleville,Ardent Illinois LLC,210703534,3,199285.47,174149.35,25136.12,84605,59469.08,25135.92,8608.1,7342.21,1265.89
Malta,OLD SCHOOL PIZZA LLC,210703503,6,308544.36,275950.27,32594.09,103492,70897.91,32594.09,11119.57,9484.35,1635.22
Washington,Mariachi Mexican Restaurant Bar and Grill Inc.,210703502,3,575462.32,526265.08,49197.24,185932,136734.76,49197.24,17000.17,14500.14,2500.03
Royalton,"M & M Gaming, LLC",210703485,6,3164309.95,2916066.4,248243.55,871221,622977.09,248243.91,85636.21,73042.63,12593.58
West Chicago,"SUPERMERCADO LACHIQUITA WEST CHICAGO, INC.",210703484,5,1442139.77,1302986.32,139153.45,490822,351668.55,139153.45,48047.51,40981.69,7065.82
Romeoville,LOS 3 MARTINEZ CORPORATION,210703483,6,1470037.77,1328557.11,141480.66,581266,439785.34,141480.66,48656.51,41501.14,7155.37
Marion County,"Rambo's Lucky Day Slots, LLC",210703468,6,4363262.01,3999149.45,364112.56,1504932,1140819.44,364112.56,125479.56,107026.69,18452.87
Crete,"TONI'S GAMING PARLOR, LLC",210703467,4,133017.59,123631.17,9386.42,62500,53113.28,9386.72,3236.21,2760.29,475.92
Shelbyville,"Ivy's Gaming, LLC",210703458,6,9945820.01,9155755.96,790064.05,3304903,2514813.55,790089.45,272918.62,232783.54,40135.08
Troy,"DPMAC, LLC",210703456,5,365243.35,335602.95,29640.4,134686,105046.48,29639.52,10269.42,8759.23,1510.19
Decatur,"Tizapan, Corp.",210703440,5,239503.09,215227.52,24275.57,103113,78837.37,24275.63,8253.87,7040.07,1213.8
Schiller Park,Bottoms Up Bar & Lounge Incorporated,210703430,6,4009268.52,3638059.48,371209.04,1283203,911784.31,371418.69,128591.78,109681.22,18910.56
Grandview,Grandview Gaming Inc.,210703421,6,96367.56,89794.13,6573.43,34925,28351.57,6573.43,2234.99,1906.32,328.67
Belleville,"Ed Tribout, Inc.",210703408,6,924008.43,834585.34,89423.09,421926,332502.91,89423.09,30786.41,26259.03,4527.38
Red Bud,"Uptown Bar & Grill, LLC",210703405,5,568791.81,527484.28,41307.53,240469,199161.47,41307.53,14171.87,12087.78,2084.09
Edgar County,"The Old Glass Shop, LLC",210703386,6,4939159.88,4516273.87,422886.01,2304219,1881332.59,422886.41,146240.82,124734.81,21506.01
East Moline,Palace Tavern LLC,210703367,4,374753.19,328761.77,45991.42,146226,100234.58,45991.42,15833.43,13504.98,2328.45
Lansing,"MOON BEAMING, INC.",210703366,6,11836436.04,10805388.41,1031047.63,4786778,3755730.37,1031047.63,355693.86,303385.94,52307.92
Arcola,D&M Central LLC,210703365,6,205920.46,193219.95,12700.51,70533,57832.69,12700.31,4352.23,3712.21,640.02
Addison,"Caputo's New Farm Produce-Addison, Inc.",210703361,5,5034906.57,4495449.66,539456.91,1740885,1201428.64,539456.36,186068.67,158705.62,27363.05
Romeoville,JAY BAVAJI ROMEOVILLE INC.,210703353,6,3490251.94,3190393.65,299858.29,1174874,875015.35,299858.65,103412.99,88205.2,15207.79
Taylor Springs,Jansen Monuments LLC,210703352,6,4543000.58,4187152.03,355848.55,1478556,1122707.45,355848.55,122790.39,104732.98,18057.41
Macomb,Sports Corner 61455 Inc.,210703349,4,385568.98,348988.99,36579.99,142772,106191.84,36580.16,12601.44,10748.27,1853.17
Morrison,"Big Slots, LLC",210703346,6,4042844.97,3667284.28,375560.69,1394061,1018500.43,375560.57,129460.68,110422.34,19038.34
Robbins,Ol' Girl'z Incorporated,210703332,6,804173.71,725097.2,79076.51,349610,270533.35,79076.65,27262.45,23253.27,4009.18
Charleston,"Casa Del Mar II, Inc.",210703322,6,1163399.39,1053447.24,109952.15,361116,251163.76,109952.24,37858.8,32291.32,5567.48
Niles,"FAMILY INN ENTERPRISES, INC.",210703321,6,480638.61,439248.62,41389.99,185872,144482.01,41389.99,14360.8,12248.92,2111.88
Tolono,DDSJW ENTERPRISE INC.,210703308,6,1934703.89,1754992.88,179711.01,675882,496171.17,179710.83,61872.53,52773.63,9098.9
Kankakee County,"Jimbo's Parkway, Inc.",210703307,6,3229993.62,2947684.52,282309.1,1134109,851799.9,282309.1,97241.43,82941.22,14300.21
Elmwood Park,Julie's Elmwood Park LLC,210703302,6,4227457.09,3827971.4,399485.69,1578459,1178973.31,399485.69,137451.96,117238.42,20213.54
Jonesboro,Brodies LLC,210703287,6,5304059.54,4844484.95,459574.59,1728942,1269367.41,459574.59,158774.32,135425.18,23349.14
Elk Grove Village,44 Foods LLC,210703284,6,2984744.64,2715875.18,268869.46,1085140,816266.34,268873.66,92457.74,78861.02,13596.72
Southern View,"Jamie's Southside Pub, Inc.",210703270,6,4972569.65,4542430.25,430139.4,1748897,1318757.6,430139.4,148529.2,126686.68,21842.52
Paris,Paris Bowling Alley LLC,210703269,6,5354405.03,4891204.62,463200.41,1922040,1458839.59,463200.41,160051.46,136514.5,23536.96
Lindenhurst,SARGE'S BEEF AND GAMING LLC,210703268,6,106705.92,90810.18,15895.74,49089,33193.22,15895.78,5404.53,4609.74,794.79
Franklin Park,"SUPERMERCADO LACHIQUITA NO. 2, INC.",210703266,5,498566.44,445220.52,53345.92,178315,124969.13,53345.87,18454.61,15740.72,2713.89
Springfield,THE PROP CLUB,210703264,3,211064.55,189586.5,21478.05,83369,61890.95,21478.05,7384.48,6298.54,1085.94
South Jacksonville,AM PM South Jacksonville Inc.,210703254,6,6138955.18,5562395.07,576560.11,2120422,1543861.89,576560.11,198644.04,169431.69,29212.35
Bensenville,"Mariscos El Amigo 3, Inc.",210703253,4,909065.7,829466.25,79599.45,372738,293138.15,79599.85,27416.17,23384.39,4031.78
Quincy,"Maxamillion's, Inc.",210703252,4,1652414.06,1465557.76,186856.3,588866,402009.7,186856.3,64260.24,54810.24,9450
Benld,SG's Cabin Inc.,210703249,6,2260561.71,2095824.82,164736.89,902590,737853.11,164736.89,56751.86,48406.02,8345.84
Randolph County,Bale Out LLC,210703235,6,3231858.98,2948549.26,283309.72,1236555,953244.48,283310.52,97785.81,83405.55,14380.26
Wilmington (Will),JAI SHRI KRISHNA INC.,210703234,6,3576081.8,3264737.9,311343.9,1121482,810138.32,311343.68,107321.16,91538.66,15782.5
Spring Grove,"Maria's Mexican Grill, Inc.",210703233,6,389430.96,357652.34,31778.62,137355,105576.38,31778.62,10909.21,9304.91,1604.3
Shelby County,"Jacki's Gaming, LLC",210703216,6,5735956.18,5208206.25,527749.93,1940738,1412970.37,527767.63,181652.64,154939.02,26713.62
Bridgeview,MIAO CORPORATION,210703199,6,5919748.61,5404544.69,515203.92,1743499,1228294.5,515204.5,177987.61,151812.97,26174.64
Manlius,BEER HERE BAR AND GRILL L.L.C.,210703195,6,3117505.2,2852625.97,264879.23,1366212,1101332.77,264879.23,91522.72,78063.52,13459.2
Quincy,PORT'S PLACE LLC,210703194,4,390845.91,347480.64,43365.27,125853,82487.73,43365.27,14855.89,12671.21,2184.68
Addison,RSB TAVERN INC.,210703187,6,5985628.52,5449150.43,536478.09,2172406,1635927.91,536478.09,184993.79,157788.81,27204.98
Wheeling,DEEP ENTERTAINMENT INC.,210703186,6,5803724.07,5247886.26,555837.81,2214828,1658990.19,555837.81,191437.94,163285.31,28152.63
Waukegan,MEGAFORCE REGGAE LOUNGE LLC,210703184,4,729996.91,652770.76,77226.15,233854,156608.25,77245.75,26650.38,22731.21,3919.17
Springfield,RTP Liquor LLC,210703183,6,5828464.03,5332757.7,495706.33,1937791,1442084.67,495706.33,170822.09,145701.21,25120.88
Sparta,Lucky Palms Gaming LLC,210703165,6,5443055.69,5023652.54,419403.15,1687559,1268155.85,419403.15,144781.27,123489.92,21291.35
Pekin,Gold Mine Gaming Inc.,210703164,6,5878246.85,5338585.76,539661.09,1893845,1354182.91,539662.09,185984,158633.43,27350.57
Kankakee,"Splitting Targets, LLC",210703141,5,359581.2,325030.27,34550.93,140869,106318.07,34550.93,11856.79,10113.18,1743.61
South Beloit,"Vishat, Inc.",210703140,6,6220329.35,5593637.23,626692.12,2186087,1559394.88,626692.12,216490.21,184653.41,31836.8
Nelson,"DeVries Family, Inc.",210703138,6,1128354.69,1033289.94,95064.75,381292,286227.1,95064.9,32849.9,28019.05,4830.85
Effingham,TSBWS LLC,210703135,6,5532090.49,5113847.64,418242.85,1984940,1566654.5,418285.5,144410.43,123173.6,21236.83
Swansea,Vapex Smoke Shop Inc.,210703128,6,4400650.74,4017093.2,383557.54,1500145,1116581.56,383563.44,132381.12,112913.31,19467.81
Hammond,Depot East LLC,210703127,6,559975.24,514285.5,45689.74,184172,138482.26,45689.74,15675.06,13369.93,2305.13
Adams County,GRM SILVER DOLLAR LLC,210703126,6,1942755.28,1731207.26,211548.02,724696,513147.98,211548.02,73007.53,62271.15,10736.38
Warrenville,K. V. Hotshots Inc.,210703118,6,5143567.41,4628666.67,514900.74,1813559,1298658.57,514900.43,177815.89,151666.49,26149.4
Sauget,"Big Sky Dining Services (Mississippi), Inc. ",210703114,6,8860053.99,8127849.22,732204.77,2799559,2068603.86,730955.14,252676.33,215518.03,37158.3
Calumet City,"G & C GYROS, INC.",210703113,6,6153334.4,5596267.17,557067.23,2607834,2050766.57,557067.43,192323.58,164040.71,28282.87
Sauget,"Big Sky Dining Services (Monsanto), Inc. ",210703111,6,3104697.54,2856442.87,248254.67,821931,573681.18,248249.82,85651.94,73056.06,12595.88
Sterling,RUTH COWLEY LLC,210703106,6,7041894.3,6398167,643727.3,2429567,1785839.7,643727.3,222144.77,189476.41,32668.36
Belleville,"JCJohnson Enterprises, Inc.",210703097,6,3629211.8,3315064.62,314147.18,1397003,1082856.32,314146.68,108499.55,92543.74,15955.81
Belvidere,OLIVO GAMING INC.,210703079,6,373884.64,336352.49,37532.15,162806,125201.55,37604.45,12989.78,11079.53,1910.25
Industry,PRITNANDI CORPORATION,210703078,6,1669610.18,1531163.79,138446.39,532747,394300.29,138446.71,47663.63,40654.3,7009.33
Algonquin,Tap House Grill Algonquin LLC,210703077,5,1200049.13,1132727.04,67322.09,375197,307880.68,67316.32,23203.64,19791.34,3412.3
Quincy,JERSEY STREET JACKPOTS LLC,210703076,4,2057782.06,1822621.17,235160.89,742542,507381.11,235160.89,80949.45,69045.12,11904.33
Peoria,UNTAMED CHEF LLC,210703066,6,788605.37,717472.97,71132.4,271664,200531.6,71132.4,24608.84,20989.92,3618.92
Southern View,Miss Kay LLC,210703047,6,6477943.7,5853890.86,624052.84,2458160,1834107.16,624052.84,215247.04,183593.07,31653.97
Peoria County,"J. Weaver, Inc.",210703046,6,1933247.33,1763291.31,169956.02,646620,476664.43,169955.57,58550.9,49940.48,8610.42
Antioch,"The Rivalry, Ltd.",210703045,6,3469416.58,3170735.44,298681.14,1296271,997589.86,298681.14,102851.36,87726.16,15125.2
New Lenox,"Bourbons Smokehouse USA, Inc.",210703043,4,537406.8,483519.05,53887.75,184287,130399.25,53887.75,18468.62,15752.66,2715.96
Mount Sterling,OM SAI Mangalam LLC,210703041,6,5136648.86,4659945.75,476703.11,1802689,1325985.89,476703.11,164029.93,139907.88,24122.05
Calhoun County,Fox Creek Bourbon Barrel LLC,210703027,4,153199.22,134820.13,18379.09,47270,28890.91,18379.09,6248.92,5329.96,918.96
Carol Stream,"Masters Pancake House, Inc.",210703026,4,377393.31,339420.18,37973.13,123546,85552.87,37993.13,13210.58,11267.85,1942.73
Spring Valley,"G-SQUARED GAMING, LLC",210703024,6,1313483.88,1180047.26,133436.62,493714,360277.38,133436.62,46012.28,39245.75,6766.53
Lake County,"Ron and Pat's Pizza, Inc.",210703023,4,359777.19,325831.76,33945.43,141883,107937.57,33945.43,11714.92,9992.15,1722.77
Summit,"MELO'S BAR, INC.",210703005,4,1334.65,1873.85,-539.2,260,799.2,-539.2,-183.32,-156.36,-26.96
Mendota,Chalet of Mendota LLC,210703004,6,1589374.16,1442678.88,146695.28,593286,446591.42,146694.58,50501.94,43075.19,7426.75
Rochester,"The Back 9, LLC",210703003,6,3987165.59,3678720.74,308444.85,1448960,1140515.15,308444.85,106512.73,90849.1,15663.63
Herrin,"Bootleggers Saloon & Vittles, Inc.",210702987,6,375813.48,351576.65,24236.83,122523,98286.17,24236.83,8240.64,7028.78,1211.86
West Frankfort,M & G Mart Inc.,210702982,6,5798755.42,5232134.23,566621.19,1696619,1129997.81,566621.19,195558.74,166800.09,28758.65
Lincoln,Turbo Fire Slots LLC,210702979,6,2496104.54,2223918.4,272186.14,941239,669052.86,272186.14,93849.61,80048.21,13801.4
Addison,"Millie's Pancake Shoppe II, INC.",210702977,6,2985593.14,2693855.56,291737.58,1060326,768588.42,291737.58,100738.31,85923.89,14814.42
Oregon,Hunt Club Oregon LLC,210702975,6,4506528.41,4150785.61,355742.8,1651214,1295471.2,355742.8,122662.11,104623.57,18038.54
Cicero,ZH ENTERPRISES II LLC,210702966,6,6661011.05,6100656.54,560354.51,2673198,2112843.73,560354.27,193521.5,165062.44,28459.06
Grant Park,"Smiedl, Inc.",210702965,4,1788607.74,1640284.45,148323.29,602036,453712.71,148323.29,51262.06,43723.54,7538.52
Cicero,ZH ENTERPRISES LLC,210702964,6,5066957.97,4560448.03,506509.94,2034978,1528467.74,506510.26,174482.47,148823.29,25659.18
Caseyville,WOODYZ BAR & GRILL INC.,210702947,6,1483725.72,1347488.53,136237.19,516998,380760.81,136237.19,46982.19,40073.03,6909.16
O'Fallon,GASU HOLDINGS LLC - MY BOWL KOREAN BBQ SERIES,210702945,4,35038.64,40018.41,-4979.77,10074,15053.77,-4979.77,-1693.11,-1444.13,-248.98
South Beloit,"64J 3, Inc.",210702929,6,3644085.14,3322475.82,321609.32,1362561,1040950.99,321610.01,110889.88,94582.56,16307.32
Wilmington (Will),Birdie's Cafe Corporation,210702928,6,14084731.21,12960015.59,1124715.62,5624958,4500172.79,1124785.21,388074.36,331004.62,57069.74
